6,0.00214334705075
7,0.0128600823045
8,0.0450102880658
9,0.120027434842
10,0.270061728395
11,0.54012345679
12,0.977366255144
13,1.62037037037
14,2.48842592593
15,3.57081618656
16,4.81610082305
17,6.12139917695
18,7.35382373114
19,8.37191358025
20,9.04706790123
21,9.28497942387
22,9.04706790123
23,8.37191358025
24,7.35382373114
25,6.12139917695
26,4.81610082305
27,3.57081618656
28,2.48842592593
29,1.62037037037
30,0.977366255144
31,0.54012345679
32,0.270061728395
33,0.120027434842
34,0.0450102880658
35,0.0128600823045
36,0.00214334705075
