9,0.000381469726562
10,0.00343322753906
11,0.0171661376953
12,0.0629425048828
13,0.185394287109
14,0.460052490234
15,0.991058349609
16,1.88827514648
17,3.22380065918
18,4.97856140137
19,7.00035095215
20,9.00535583496
21,10.6338500977
22,11.5493774414
23,11.5493774414
24,10.6338500977
25,9.00535583496
26,7.00035095215
27,4.97856140137
28,3.22380065918
29,1.88827514648
30,0.991058349609
31,0.460052490234
32,0.185394287109
33,0.0629425048828
34,0.0171661376953
35,0.00343322753906
36,0.000381469726562
